medium_id	original	mapped	value	concentration	unit	mmol_l	optional	source	normalized_compound	hydration_number	chebi_match	chebi_id	chebi_original_name	similarity_score	match_confidence	matching_method	mapping_status	mapping_quality	base_compound	base_formula	water_molecules	hydrate_formula	base_chebi_id	base_chebi_label	base_chebi_formula	hydration_state	hydration_parsing_method	hydration_confidence	base_compound_for_mapping	base_molecular_weight	water_molecular_weight	hydrated_molecular_weight	corrected_mmol_l
jcm_1268_composition	1.0 M Glucose solution		100.0		ml			json		0							unmapped	none	1.0 M Glucose solution	1.0MGlucosesolution		1.0MGlucosesolution					no_hydration	high		100.0	0.0	100.0	1000.0
jcm_1268_composition	1.0 M Sodium acetate solution		20.0		ml			json		0							unmapped	none	1.0 M Sodium acetate solution	1.0MSodiumacetatesolution		1.0MSodiumacetatesolution					no_hydration	high		100.0	0.0	100.0	200.0
jcm_1268_composition	1.0 M sodium butyrate solution		35.0		ml			json		0							unmapped	none	1.0 M sodium butyrate solution	1.0Msodiumbutyratesolution		1.0Msodiumbutyratesolution					no_hydration	high		100.0	0.0	100.0	350.0
jcm_1268_composition	10% Tryptone solution		100.0		ml			json		0							unmapped	none	10% Tryptone solution	10%Tryptonesolution		10%Tryptonesolution					no_hydration	high		100.0	0.0	100.0	1000.0
jcm_1268_composition	10% Yeast extract solution		100.0		ml			json		0							unmapped	none	10% Yeast extract solution	10%Yeastextractsolution		10%Yeastextractsolution					no_hydration	high		100.0	0.0	100.0	1000.0
jcm_1268_composition	CoCl2·6H2O		0.002		g			json		0							unmapped	none	CoCl2·6H2O	CoCl2·6H2O		CoCl2·6H2O					no_hydration	high		100.0	0.0	100.0	0.02
jcm_1268_composition	KH2PO4		0.5		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	3.674039
jcm_1268_composition	MnSO4·xH2O		0.01		g			json		0							unmapped	none	MnSO4·xH2O	MnSO4·xH2O		MnSO4·xH2O					no_hydration	high		100.0	0.0	100.0	0.1
jcm_126_composition	Methanol-utilizing bacteria medium B (see Medium No.79)		1.0		L			json		0							unmapped	none	Methanol-utilizing bacteria medium B (see Medium No.79)	Methanol-utilizingbacteriamediumB(seeMediumNo.79)		Methanol-utilizingbacteriamediumB(seeMediumNo.79)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1270_composition	Columbia blood agar base (BD-Difco)		44.0		g			json		0							unmapped	none	Columbia blood agar base (BD-Difco)	Columbiabloodagarbase(BD-Difco)		Columbiabloodagarbase(BD-Difco)					no_hydration	high		100.0	0.0	100.0	440.0
jcm_1273_composition	LB Broth, Lennox (BD-Difco)		0.1		g			json		0							unmapped	none	LB Broth, Lennox (BD-Difco)	LBBroth,Lennox(BD-Difco)		LBBroth,Lennox(BD-Difco)					no_hydration	high		100.0	0.0	100.0	1.0
jcm_1273_composition	Mn(II)·EDTA		332.0		μg			json		0							unmapped	none	Mn(II)·EDTA	Mn(II)·EDTA		Mn(II)·EDTA					no_hydration	high		100.0	0.0	100.0	3320.0
jcm_1273_composition	solution → g seasalt		1000.0		ml			solution_expansion		0							unmapped	none	solution → g seasalt	solution→gseasalt	0.0	solution→gseasalt				anhydrous	no_hydration	high	g seasalt	100.0	0.0	100.0	10000.0
jcm_1274_composition	10% (w/v) Colloidal chitin solution		100.0		ml			json		0							unmapped	none	10% (w/v) Colloidal chitin solution	10%(w/v)Colloidalchitinsolution		10%(w/v)Colloidalchitinsolution					no_hydration	high		100.0	0.0	100.0	1000.0
jcm_1274_composition	KH2PO4		1.5		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	11.022118
jcm_1274_composition	L-Cysteine·HCl·H2O		0.5		g			json		0							unmapped	none	L-Cysteine·HCl·H2O	L-Cysteine·HCl·H2O		L-Cysteine·HCl·H2O					no_hydration	high		100.0	0.0	100.0	5.0
jcm_1274_composition	Mineral solution (see below)		0.2		ml			json		0							unmapped	none	Mineral solution (see below)	Mineralsolution(seebelow)		Mineralsolution(seebelow)					no_hydration	high		100.0	0.0	100.0	2.0
jcm_1276_composition	Base Medium 1217		1.0		reference			json		0							unmapped	none	Base Medium 1217	BaseMedium1217		BaseMedium1217					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1277_composition	1.0 M Sodium fumarate solution		10.0		ml			json		0							unmapped	none	1.0 M Sodium fumarate solution	1.0MSodiumfumaratesolution		1.0MSodiumfumaratesolution					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1277_composition	10% Yeast extract solution		5.0		ml			json		0							unmapped	none	10% Yeast extract solution	10%Yeastextractsolution		10%Yeastextractsolution					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1277_composition	KH2PO4		0.05		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	0.367404
jcm_1277_composition	L-Cysteine·HCl·H2O		0.5		g			json		0							unmapped	none	L-Cysteine·HCl·H2O	L-Cysteine·HCl·H2O		L-Cysteine·HCl·H2O					no_hydration	high		100.0	0.0	100.0	5.0
jcm_1277_composition	Se-Ni-W solution (see Medium No.1243)		1.0		ml			json		0							unmapped	none	Se-Ni-W solution (see Medium No.1243)	Se-Ni-Wsolution(seeMediumNo.1243)		Se-Ni-Wsolution(seeMediumNo.1243)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_127_composition	Methanol-utilizing bacteria medium B (see Medium No.79)		1.0		L			json		0							unmapped	none	Methanol-utilizing bacteria medium B (see Medium No.79)	Methanol-utilizingbacteriamediumB(seeMediumNo.79)		Methanol-utilizingbacteriamediumB(seeMediumNo.79)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1281_composition	Base Medium 770		1.0		reference			json		0							unmapped	none	Base Medium 770	BaseMedium770		BaseMedium770					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1282_composition	Trace mineral solution (see below)		10.0		ml			json		0							unmapped	none	Trace mineral solution (see below)	Tracemineralsolution(seebelow)		Tracemineralsolution(seebelow)					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1284_composition	1 M MgSO4solution		1.0		ml			json		0							unmapped	none	1 M MgSO4solution	1MMgSO4solution		1MMgSO4solution					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1284_composition	10% Yeast extract solution		5.0		ml			json		0							unmapped	none	10% Yeast extract solution	10%Yeastextractsolution		10%Yeastextractsolution					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1284_composition	5% Na2S·9H2O solution		2.5		ml			json		0							unmapped	none	5% Na2S·9H2O solution	5%Na2S·9H2Osolution		5%Na2S·9H2Osolution					no_hydration	high		100.0	0.0	100.0	25.0
jcm_1284_composition	5.0 M Sodium formate solution*		10.0		ml			json		0							unmapped	none	5.0 M Sodium formate solution*	5.0MSodiumformatesolution*		5.0MSodiumformatesolution*					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1284_composition	Base salt medium (see Medium No.1207)		1.0		L			json		0							unmapped	none	Base salt medium (see Medium No.1207)	Basesaltmedium(seeMediumNo.1207)		Basesaltmedium(seeMediumNo.1207)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1286_composition	1 M MgSO4solution		1.0		ml			json		0							unmapped	none	1 M MgSO4solution	1MMgSO4solution		1MMgSO4solution					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1286_composition	1.0 M Glucose solution*		10.0		ml			json		0							unmapped	none	1.0 M Glucose solution*	1.0MGlucosesolution*		1.0MGlucosesolution*					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1286_composition	10% Yeast extract solution		1.0		ml			json		0							unmapped	none	10% Yeast extract solution	10%Yeastextractsolution		10%Yeastextractsolution					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1286_composition	5% Na2S·9H2O solution		2.5		ml			json		0							unmapped	none	5% Na2S·9H2O solution	5%Na2S·9H2Osolution		5%Na2S·9H2Osolution					no_hydration	high		100.0	0.0	100.0	25.0
jcm_1286_composition	8% NaHCO3solution*		50.0		ml			json		0							unmapped	none	8% NaHCO3solution*	8%NaHCO3solution*		8%NaHCO3solution*					no_hydration	high		100.0	0.0	100.0	500.0
jcm_1286_composition	Base salt medium (see Medium No.1207)		1.0		L			json		0							unmapped	none	Base salt medium (see Medium No.1207)	Basesaltmedium(seeMediumNo.1207)		Basesaltmedium(seeMediumNo.1207)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1287_composition	1 M MgSO4solution		1.0		ml			json		0							unmapped	none	1 M MgSO4solution	1MMgSO4solution		1MMgSO4solution					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1287_composition	1.0 M Glucose solution*		10.0		ml			json		0							unmapped	none	1.0 M Glucose solution*	1.0MGlucosesolution*		1.0MGlucosesolution*					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1287_composition	10% Yeast extract solution		1.0		ml			json		0							unmapped	none	10% Yeast extract solution	10%Yeastextractsolution		10%Yeastextractsolution					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1287_composition	5% Na2S·9H2O solution		2.5		ml			json		0							unmapped	none	5% Na2S·9H2O solution	5%Na2S·9H2Osolution		5%Na2S·9H2Osolution					no_hydration	high		100.0	0.0	100.0	25.0
jcm_1287_composition	Base salt medium (see Medium No.1207)		750.0		ml			json		0							unmapped	none	Base salt medium (see Medium No.1207)	Basesaltmedium(seeMediumNo.1207)		Basesaltmedium(seeMediumNo.1207)					no_hydration	high		100.0	0.0	100.0	7500.0
jcm_1287_composition	Base soda medium (see Medium No.1207)		250.0		ml			json		0							unmapped	none	Base soda medium (see Medium No.1207)	Basesodamedium(seeMediumNo.1207)		Basesodamedium(seeMediumNo.1207)					no_hydration	high		100.0	0.0	100.0	2500.0
jcm_1288_composition	1 M MgSO4solution		1.0		ml			json		0							unmapped	none	1 M MgSO4solution	1MMgSO4solution		1MMgSO4solution					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1288_composition	10% Yeast extract solution		5.0		ml			json		0							unmapped	none	10% Yeast extract solution	10%Yeastextractsolution		10%Yeastextractsolution					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1288_composition	5% Na2S·9H2O solution		2.5		ml			json		0							unmapped	none	5% Na2S·9H2O solution	5%Na2S·9H2Osolution		5%Na2S·9H2Osolution					no_hydration	high		100.0	0.0	100.0	25.0
jcm_1288_composition	5.0 M Sodium formate solution*		10.0		ml			json		0							unmapped	none	5.0 M Sodium formate solution*	5.0MSodiumformatesolution*		5.0MSodiumformatesolution*					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1288_composition	Base salt medium (see Medium No.1207)		750.0		ml			json		0							unmapped	none	Base salt medium (see Medium No.1207)	Basesaltmedium(seeMediumNo.1207)		Basesaltmedium(seeMediumNo.1207)					no_hydration	high		100.0	0.0	100.0	7500.0
jcm_1288_composition	Base soda medium (see Medium No.1207)		250.0		ml			json		0							unmapped	none	Base soda medium (see Medium No.1207)	Basesodamedium(seeMediumNo.1207)		Basesodamedium(seeMediumNo.1207)					no_hydration	high		100.0	0.0	100.0	2500.0
jcm_128_composition	CoCl2·6H2O		1.0		mg			json		0							unmapped	none	CoCl2·6H2O	CoCl2·6H2O		CoCl2·6H2O					no_hydration	high		100.0	0.0	100.0	10.0
jcm_128_composition	KH2PO4		0.5		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	3.674039
jcm_128_composition	MnSO4·xH2O		1.0		mg			json		0							unmapped	none	MnSO4·xH2O	MnSO4·xH2O		MnSO4·xH2O					no_hydration	high		100.0	0.0	100.0	10.0
jcm_128_composition	NiSO4·7H2O		0.6		mg			json		0							unmapped	none	NiSO4·7H2O	NiSO4·7H2O		NiSO4·7H2O					no_hydration	high		100.0	0.0	100.0	6.0
jcm_128_composition	Trace element solution (see below)		2.0		ml			json		0							unmapped	none	Trace element solution (see below)	Traceelementsolution(seebelow)		Traceelementsolution(seebelow)					no_hydration	high		100.0	0.0	100.0	20.0
jcm_1290_composition	0.5 M Coenzyme M solution		10.0		ml			json		0							unmapped	none	0.5 M Coenzyme M solution	0.5MCoenzymeMsolution		0.5MCoenzymeMsolution					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1290_composition	1.0 M Glucose solution		20.0		ml			json		0							unmapped	none	1.0 M Glucose solution	1.0MGlucosesolution		1.0MGlucosesolution					no_hydration	high		100.0	0.0	100.0	200.0
jcm_1290_composition	5% Na2S·9H2O solution		6.0		ml			json		0							unmapped	none	5% Na2S·9H2O solution	5%Na2S·9H2Osolution		5%Na2S·9H2Osolution					no_hydration	high		100.0	0.0	100.0	60.0
jcm_1290_composition	KH2PO4		0.14		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	1.028731
jcm_1290_composition	Se/W solution (see Medium No.852)		1.0		ml			json		0							unmapped	none	Se/W solution (see Medium No.852)	Se/Wsolution(seeMediumNo.852)		Se/Wsolution(seeMediumNo.852)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1290_composition	Trace mineral solution (see Medium No.852)		1.0		ml			json		0							unmapped	none	Trace mineral solution (see Medium No.852)	Tracemineralsolution(seeMediumNo.852)		Tracemineralsolution(seeMediumNo.852)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1291_composition	0.2 M Cellobiose solution		8.0		ml			json		0							unmapped	none	0.2 M Cellobiose solution	0.2MCellobiosesolution		0.2MCellobiosesolution					no_hydration	high		100.0	0.0	100.0	80.0
jcm_1291_composition	1.25% FeSO4solution		0.1		ml			json		0							unmapped	none	1.25% FeSO4solution	1.25%FeSO4solution		1.25%FeSO4solution					no_hydration	high		100.0	0.0	100.0	1.0
jcm_1291_composition	GS2 salt solution (see below)		10.0		ml			json		0							unmapped	none	GS2 salt solution (see below)	GS2saltsolution(seebelow)		GS2saltsolution(seebelow)					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1291_composition	KH2PO4		1.5		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	11.022118
jcm_1291_composition	L-Cysteine·HCl·H2O		0.25		g			json		0							unmapped	none	L-Cysteine·HCl·H2O	L-Cysteine·HCl·H2O		L-Cysteine·HCl·H2O					no_hydration	high		100.0	0.0	100.0	2.5
jcm_1293_composition	8% NaHCO3solution		12.5		ml			json		0							unmapped	none	8% NaHCO3solution	8%NaHCO3solution		8%NaHCO3solution					no_hydration	high		100.0	0.0	100.0	125.0
jcm_1293_composition	Modified MJ synthetic seawater C (see below)		1.0		L			json		0							unmapped	none	Modified MJ synthetic seawater C (see below)	ModifiedMJsyntheticseawaterC(seebelow)		ModifiedMJsyntheticseawaterC(seebelow)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1293_composition	Trace mineral solution (see below)		10.0		ml			json		0							unmapped	none	Trace mineral solution (see below)	Tracemineralsolution(seebelow)		Tracemineralsolution(seebelow)					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1294_composition	5% L-Cysteine·HCl·H2O solution		10.0		ml			json		0							unmapped	none	5% L-Cysteine·HCl·H2O solution	5%L-Cysteine·HCl·H2Osolution		5%L-Cysteine·HCl·H2Osolution					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1294_composition	5% Na2S·9H2O solution		10.0		ml			json		0							unmapped	none	5% Na2S·9H2O solution	5%Na2S·9H2Osolution		5%Na2S·9H2Osolution					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1294_composition	8% NaHCO3solution		12.5		ml			json		0							unmapped	none	8% NaHCO3solution	8%NaHCO3solution		8%NaHCO3solution					no_hydration	high		100.0	0.0	100.0	125.0
jcm_1294_composition	Trace mineral solution (see below)		10.0		ml			json		0							unmapped	none	Trace mineral solution (see below)	Tracemineralsolution(seebelow)		Tracemineralsolution(seebelow)					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1295_composition	L-Cysteine·HCl·H2O		0.5		g			json		0							unmapped	none	L-Cysteine·HCl·H2O	L-Cysteine·HCl·H2O		L-Cysteine·HCl·H2O					no_hydration	high		100.0	0.0	100.0	5.0
jcm_1295_composition	Soluble starch		1.0		g			json		0							unmapped	none	Soluble starch	Solublestarch		Solublestarch					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1296_composition	Agar (if needed)		15.0		g			json		0							unmapped	none	Agar (if needed)	Agar(ifneeded)		Agar(ifneeded)					no_hydration	high		100.0	0.0	100.0	150.0
jcm_1296_composition	Bacto peptone (BD-Difco)		5.0		g			json		0							unmapped	none	Bacto peptone (BD-Difco)	Bactopeptone(BD-Difco)		Bactopeptone(BD-Difco)					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1296_composition	KH2PO4		0.1		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	0.734808
jcm_1296_composition	Tap water		1.0		L			json		0							unmapped	none	Tap water	Tapwater		Tapwater					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1296_composition	Yeast extract (BD-Difco)		0.5		g			json		0							unmapped	none	Yeast extract (BD-Difco)	Yeastextract(BD-Difco)		Yeastextract(BD-Difco)					no_hydration	high		100.0	0.0	100.0	5.0
jcm_1298_composition	1 M NaHCO3solution*		30.0		ml			json		0							unmapped	none	1 M NaHCO3solution*	1MNaHCO3solution*		1MNaHCO3solution*					no_hydration	high		100.0	0.0	100.0	300.0
jcm_1298_composition	100 mM NH4Cl solution		10.0		ml			json		0							unmapped	none	100 mM NH4Cl solution	100mMNH4Clsolution		100mMNH4Clsolution					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1298_composition	100 mM Na2HPO4solution		10.0		ml			json		0							unmapped	none	100 mM Na2HPO4solution	100mMNa2HPO4solution		100mMNa2HPO4solution					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1298_composition	300 mM Na2S2O3solution		10.0		ml			json		0							unmapped	none	300 mM Na2S2O3solution	300mMNa2S2O3solution		300mMNa2S2O3solution					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1298_composition	500 mM MnO2solution		10.0		ml			json		0							unmapped	none	500 mM MnO2solution	500mMMnO2solution		500mMMnO2solution					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1298_composition	SL-7 trace element solution (see Medium No.536)		1.0		ml			json		0							unmapped	none	SL-7 trace element solution (see Medium No.536)	SL-7traceelementsolution(seeMediumNo.536)		SL-7traceelementsolution(seeMediumNo.536)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1298_composition	Vitamin solution* (see below)		0.42		ml			json		0							unmapped	none	Vitamin solution* (see below)	Vitaminsolution*(seebelow)		Vitaminsolution*(seebelow)					no_hydration	high		100.0	0.0	100.0	4.2
jcm_1299_composition	10% (w/v) Xylose solution		100.0		ml			json		0							unmapped	none	10% (w/v) Xylose solution	10%(w/v)Xylosesolution		10%(w/v)Xylosesolution					no_hydration	high		100.0	0.0	100.0	1000.0
jcm_1299_composition	L-Cysteine·HCl·H2O		0.5		g			json		0							unmapped	none	L-Cysteine·HCl·H2O	L-Cysteine·HCl·H2O		L-Cysteine·HCl·H2O					no_hydration	high		100.0	0.0	100.0	5.0
jcm_1299_composition	Mineral solution (see below)		0.2		ml			json		0							unmapped	none	Mineral solution (see below)	Mineralsolution(seebelow)		Mineralsolution(seebelow)					no_hydration	high		100.0	0.0	100.0	2.0
jcm_129_composition	Trypticase soy broth (BD-BBL)		0.1		g			json		0							unmapped	none	Trypticase soy broth (BD-BBL)	Trypticasesoybroth(BD-BBL)		Trypticasesoybroth(BD-BBL)					no_hydration	high		100.0	0.0	100.0	1.0
jcm_12_composition	Bacto peptone (BD-Difco)		5.0		g			json		0							unmapped	none	Bacto peptone (BD-Difco)	Bactopeptone(BD-Difco)		Bactopeptone(BD-Difco)					no_hydration	high		100.0	0.0	100.0	50.0
jcm_12_composition	Beef extract (BD-Difco)		3.0		g			json		0							unmapped	none	Beef extract (BD-Difco)	Beefextract(BD-Difco)		Beefextract(BD-Difco)					no_hydration	high		100.0	0.0	100.0	30.0
jcm_1302_composition	0.1% Na2SeO3solution		1.0		ml			json		0							unmapped	none	0.1% Na2SeO3solution	0.1%Na2SeO3solution		0.1%Na2SeO3solution					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1302_composition	1M Sodium thiosulfate solution		5.0		ml			json		0							unmapped	none	1M Sodium thiosulfate solution	1MSodiumthiosulfatesolution		1MSodiumthiosulfatesolution					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1302_composition	L-Cysteine·HCl·H2O		0.2		g			json		0							unmapped	none	L-Cysteine·HCl·H2O	L-Cysteine·HCl·H2O		L-Cysteine·HCl·H2O					no_hydration	high		100.0	0.0	100.0	2.0
jcm_1302_composition	Sea salts (Sigma-Aldrich)		30.0		g			json		0							unmapped	none	Sea salts (Sigma-Aldrich)	Seasalts(Sigma-Aldrich)		Seasalts(Sigma-Aldrich)					no_hydration	high		100.0	0.0	100.0	300.0
jcm_1303_composition	1% Phenol red solution (see below)		200.0		µl			json		0							unmapped	none	1% Phenol red solution (see below)	1%Phenolredsolution(seebelow)		1%Phenolredsolution(seebelow)					no_hydration	high		100.0	0.0	100.0	2000.0
jcm_1303_composition	1% Urea - 4% yeast extract solution (see below)		10.0		ml			json		0							unmapped	none	1% Urea - 4% yeast extract solution (see below)	1%Urea-4%yeastextractsolution(seebelow)		1%Urea-4%yeastextractsolution(seebelow)					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1303_composition	Bovine calf serum (heat-inactivated)		5.0		ml			json		0							unmapped	none	Bovine calf serum (heat-inactivated)	Bovinecalfserum(heat-inactivated)		Bovinecalfserum(heat-inactivated)					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1303_composition	PPLO broth w/o Crystal Violet (BD-Difco 255420)		2.1		g			json		0							unmapped	none	PPLO broth w/o Crystal Violet (BD-Difco 255420)	PPLObrothw/oCrystalViolet(BD-Difco255420)		PPLObrothw/oCrystalViolet(BD-Difco255420)					no_hydration	high		100.0	0.0	100.0	21.0
jcm_1304_composition	0.5 M L-Rhamnose solution*		10.0		ml			json		0							unmapped	none	0.5 M L-Rhamnose solution*	0.5ML-Rhamnosesolution*		0.5ML-Rhamnosesolution*					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1304_composition	10 % Yeast extract solution		5.0		ml			json		0							unmapped	none	10 % Yeast extract solution	10%Yeastextractsolution		10%Yeastextractsolution					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1304_composition	5% Na2S·9H2O solution		5.0		ml			json		0							unmapped	none	5% Na2S·9H2O solution	5%Na2S·9H2Osolution		5%Na2S·9H2Osolution					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1304_composition	8% NaHCO3solution*		30.0		ml			json		0							unmapped	none	8% NaHCO3solution*	8%NaHCO3solution*		8%NaHCO3solution*					no_hydration	high		100.0	0.0	100.0	300.0
jcm_1304_composition	CoCl2-6H2O		190.0		mg			json		0							unmapped	none	CoCl2-6H2O	CoCl2-6H2O		CoCl2-6H2O					no_hydration	high		100.0	0.0	100.0	1900.0
jcm_1304_composition	EDTA·Na2		5.2		g			json		0							unmapped	none	EDTA·Na2	EDTA·Na2		EDTA·Na2					no_hydration	high		100.0	0.0	100.0	52.0
jcm_1304_composition	KH2PO4		0.2		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	1.469616
jcm_1304_composition	Modified trace element mixture (see below)		1.0		ml			json		0							unmapped	none	Modified trace element mixture (see below)	Modifiedtraceelementmixture(seebelow)		Modifiedtraceelementmixture(seebelow)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1304_composition	NiCl2-6H2O		24.0		mg			json		0							unmapped	none	NiCl2-6H2O	NiCl2-6H2O		NiCl2-6H2O					no_hydration	high		100.0	0.0	100.0	240.0
jcm_1305_composition	Amphotericin B (5 mg/ml DMSO)		100.0		µl			json		0							unmapped	none	Amphotericin B (5 mg/ml DMSO)	AmphotericinB(5mg/mlDMSO)		AmphotericinB(5mg/mlDMSO)					no_hydration	high		100.0	0.0	100.0	1000.0
jcm_1305_composition	Brucella broth (BD-BBL)		2.8		g			json		0							unmapped	none	Brucella broth (BD-BBL)	Brucellabroth(BD-BBL)		Brucellabroth(BD-BBL)					no_hydration	high		100.0	0.0	100.0	28.0
jcm_1305_composition	Fetal bovine serum (Biowest; heat inactivated)		20.0		ml			json		0							unmapped	none	Fetal bovine serum (Biowest; heat inactivated)	Fetalbovineserum(Biowest;heatinactivated)		Fetalbovineserum(Biowest;heatinactivated)					no_hydration	high		100.0	0.0	100.0	200.0
jcm_1305_composition	Skirrow supplement (Oxoid) (1 vial/2 ml of sterile, purified water)		0.4		ml			json		0							unmapped	none	Skirrow supplement (Oxoid) (1 vial/2 ml of sterile, purified water)	Skirrowsupplement(Oxoid)(1vial/2mlofsterile,purifiedwater)		Skirrowsupplement(Oxoid)(1vial/2mlofsterile,purifiedwater)					no_hydration	high		100.0	0.0	100.0	4.0
jcm_1305_composition	Vitox (Oxoid) (1 vial/10 ml of rehydration fluid)		2.0		ml			json		0							unmapped	none	Vitox (Oxoid) (1 vial/10 ml of rehydration fluid)	Vitox(Oxoid)(1vial/10mlofrehydrationfluid)		Vitox(Oxoid)(1vial/10mlofrehydrationfluid)					no_hydration	high		100.0	0.0	100.0	20.0
jcm_1307_composition	5% L-Cysteine·HCl·H2O solution		5.0		ml			json		0							unmapped	none	5% L-Cysteine·HCl·H2O solution	5%L-Cysteine·HCl·H2Osolution		5%L-Cysteine·HCl·H2Osolution					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1307_composition	5% Na2S·9H2O solution		5.0		ml			json		0							unmapped	none	5% Na2S·9H2O solution	5%Na2S·9H2Osolution		5%Na2S·9H2Osolution					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1307_composition	8% NaHCO3solution		30.0		ml			json		0							unmapped	none	8% NaHCO3solution	8%NaHCO3solution		8%NaHCO3solution					no_hydration	high		100.0	0.0	100.0	300.0
jcm_1307_composition	KH2PO4		0.2		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	1.469616
jcm_1308_composition	0.1% Fe(NH4) citrate solution		20.0		ml			json		0							unmapped	none	0.1% Fe(NH4) citrate solution	0.1%Fe(NH4)citratesolution		0.1%Fe(NH4)citratesolution					no_hydration	high		100.0	0.0	100.0	200.0
jcm_1308_composition	0.5% MgSO4·7H2O solution		100.0		ml			json		0							unmapped	none	0.5% MgSO4·7H2O solution	0.5%MgSO4·7H2Osolution		0.5%MgSO4·7H2Osolution					no_hydration	high		100.0	0.0	100.0	1000.0
jcm_1308_composition	1.0 M Sodium lactate solution		20.0		ml			json		0							unmapped	none	1.0 M Sodium lactate solution	1.0MSodiumlactatesolution		1.0MSodiumlactatesolution					no_hydration	high		100.0	0.0	100.0	200.0
jcm_1308_composition	1.0% Yeast extract solution		10.0		ml			json		0							unmapped	none	1.0% Yeast extract solution	1.0%Yeastextractsolution		1.0%Yeastextractsolution					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1308_composition	KH2PO4		2.3		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	16.90058
jcm_130_composition	Hipolypepton (FUJIFILM Wako)		300.0		mg			json		0							unmapped	none	Hipolypepton (FUJIFILM Wako)	Hipolypepton(FUJIFILMWako)		Hipolypepton(FUJIFILMWako)					no_hydration	high		100.0	0.0	100.0	3000.0
jcm_130_composition	MnSO4·xH2O		5.0		mg			json		0							unmapped	none	MnSO4·xH2O	MnSO4·xH2O		MnSO4·xH2O					no_hydration	high		100.0	0.0	100.0	50.0
